stateno,stateab,year,total,land,sea,version
130,"ECU",1866,3,3,0,3.2
130,"ECU",1867,3,3,0,3.2
130,"ECU",1868,3,3,0,3.2
130,"ECU",1869,3,3,0,3.2
130,"ECU",1870,3,3,0,3.2
130,"ECU",1871,3,3,0,3.2
130,"ECU",1872,3,3,0,3.2
130,"ECU",1873,3,3,0,3.2
130,"ECU",1874,3,3,0,3.2
130,"ECU",1875,3,3,0,3.2
130,"ECU",1876,3,3,0,3.2
130,"ECU",1877,3,3,0,3.2
130,"ECU",1878,3,3,0,3.2
130,"ECU",1879,3,3,0,3.2
130,"ECU",1880,3,3,0,3.2
130,"ECU",1881,3,3,0,3.2
130,"ECU",1882,3,3,0,3.2
130,"ECU",1883,3,3,0,3.2
130,"ECU",1884,3,3,0,3.2
130,"ECU",1885,3,3,0,3.2
130,"ECU",1886,3,3,0,3.2
130,"ECU",1887,3,3,0,3.2
130,"ECU",1888,3,3,0,3.2
130,"ECU",1889,3,3,0,3.2
130,"ECU",1890,3,3,0,3.2
130,"ECU",1891,3,3,0,3.2
130,"ECU",1892,3,3,0,3.2
130,"ECU",1893,3,3,0,3.2
130,"ECU",1894,3,3,0,3.2
130,"ECU",1895,3,3,0,3.2
130,"ECU",1896,3,3,0,3.2
130,"ECU",1897,3,3,0,3.2
130,"ECU",1898,3,3,0,3.2
130,"ECU",1899,3,3,0,3.2
130,"ECU",1900,3,3,0,3.2
130,"ECU",1901,3,3,0,3.2
130,"ECU",1902,3,3,0,3.2
130,"ECU",1903,3,3,0,3.2
130,"ECU",1904,3,3,0,3.2
130,"ECU",1905,3,3,0,3.2
130,"ECU",1906,3,3,0,3.2
130,"ECU",1907,3,3,0,3.2
130,"ECU",1908,3,3,0,3.2
130,"ECU",1909,3,3,0,3.2
130,"ECU",1910,3,3,0,3.2
130,"ECU",1911,3,3,0,3.2
130,"ECU",1912,3,3,0,3.2
130,"ECU",1913,3,3,0,3.2
130,"ECU",1914,3,3,0,3.2
130,"ECU",1915,3,3,0,3.2
130,"ECU",1916,3,3,0,3.2
130,"ECU",1917,2,2,0,3.2
130,"ECU",1918,2,2,0,3.2
130,"ECU",1919,2,2,0,3.2
130,"ECU",1920,2,2,0,3.2
130,"ECU",1921,2,2,0,3.2
130,"ECU",1922,2,2,0,3.2
130,"ECU",1923,2,2,0,3.2
130,"ECU",1924,2,2,0,3.2
130,"ECU",1925,2,2,0,3.2
130,"ECU",1926,2,2,0,3.2
130,"ECU",1927,2,2,0,3.2
130,"ECU",1928,2,2,0,3.2
130,"ECU",1929,2,2,0,3.2
130,"ECU",1930,2,2,0,3.2
130,"ECU",1931,2,2,0,3.2
130,"ECU",1932,2,2,0,3.2
130,"ECU",1933,2,2,0,3.2
130,"ECU",1934,2,2,0,3.2
130,"ECU",1935,2,2,0,3.2
130,"ECU",1936,2,2,0,3.2
130,"ECU",1937,2,2,0,3.2
130,"ECU",1938,2,2,0,3.2
130,"ECU",1939,2,2,0,3.2
130,"ECU",1940,2,2,0,3.2
130,"ECU",1941,2,2,0,3.2
130,"ECU",1942,2,2,0,3.2
130,"ECU",1943,2,2,0,3.2
130,"ECU",1944,2,2,0,3.2
130,"ECU",1945,2,2,0,3.2
130,"ECU",1946,2,2,0,3.2
130,"ECU",1947,2,2,0,3.2
130,"ECU",1948,2,2,0,3.2
130,"ECU",1949,2,2,0,3.2
130,"ECU",1950,2,2,0,3.2
130,"ECU",1951,2,2,0,3.2
130,"ECU",1952,2,2,0,3.2
130,"ECU",1953,2,2,0,3.2
130,"ECU",1954,2,2,0,3.2
130,"ECU",1955,2,2,0,3.2
130,"ECU",1956,2,2,0,3.2
130,"ECU",1957,2,2,0,3.2
130,"ECU",1958,2,2,0,3.2
130,"ECU",1959,2,2,0,3.2
130,"ECU",1960,2,2,0,3.2
130,"ECU",1961,2,2,0,3.2
130,"ECU",1962,2,2,0,3.2
130,"ECU",1963,2,2,0,3.2
130,"ECU",1964,2,2,0,3.2
130,"ECU",1965,2,2,0,3.2
130,"ECU",1966,2,2,0,3.2
130,"ECU",1967,2,2,0,3.2
130,"ECU",1968,2,2,0,3.2
130,"ECU",1969,2,2,0,3.2
130,"ECU",1970,2,2,0,3.2
130,"ECU",1971,2,2,0,3.2
130,"ECU",1972,2,2,0,3.2
130,"ECU",1973,2,2,0,3.2
130,"ECU",1974,2,2,0,3.2
130,"ECU",1975,2,2,0,3.2
130,"ECU",1976,2,2,0,3.2
130,"ECU",1977,2,2,0,3.2
130,"ECU",1978,2,2,0,3.2
130,"ECU",1979,2,2,0,3.2
130,"ECU",1980,2,2,0,3.2
130,"ECU",1981,2,2,0,3.2
130,"ECU",1982,2,2,0,3.2
130,"ECU",1983,2,2,0,3.2
130,"ECU",1984,2,2,0,3.2
130,"ECU",1985,2,2,0,3.2
130,"ECU",1986,2,2,0,3.2
130,"ECU",1987,2,2,0,3.2
130,"ECU",1988,2,2,0,3.2
130,"ECU",1989,2,2,0,3.2
130,"ECU",1990,2,2,0,3.2
130,"ECU",1991,2,2,0,3.2
130,"ECU",1992,2,2,0,3.2
130,"ECU",1993,2,2,0,3.2
130,"ECU",1994,2,2,0,3.2
130,"ECU",1995,2,2,0,3.2
130,"ECU",1996,2,2,0,3.2
130,"ECU",1997,2,2,0,3.2
130,"ECU",1998,2,2,0,3.2
130,"ECU",1999,2,2,0,3.2
130,"ECU",2000,2,2,0,3.2
130,"ECU",2001,2,2,0,3.2
130,"ECU",2002,2,2,0,3.2
130,"ECU",2003,2,2,0,3.2
130,"ECU",2004,2,2,0,3.2
130,"ECU",2005,2,2,0,3.2
130,"ECU",2006,2,2,0,3.2
130,"ECU",2007,2,2,0,3.2
130,"ECU",2008,2,2,0,3.2
130,"ECU",2009,2,2,0,3.2
130,"ECU",2010,2,2,0,3.2
130,"ECU",2011,2,2,0,3.2
130,"ECU",2012,2,2,0,3.2
130,"ECU",2013,2,2,0,3.2
130,"ECU",2014,2,2,0,3.2
130,"ECU",2015,2,2,0,3.2
130,"ECU",2016,2,2,0,3.2
135,"PER",1839,1,1,0,3.2
135,"PER",1840,1,1,0,3.2
135,"PER",1841,1,1,0,3.2
135,"PER",1842,1,1,0,3.2
135,"PER",1843,1,1,0,3.2
135,"PER",1844,1,1,0,3.2
135,"PER",1845,1,1,0,3.2
135,"PER",1846,1,1,0,3.2
135,"PER",1847,1,1,0,3.2
135,"PER",1848,2,2,0,3.2
135,"PER",1849,2,2,0,3.2
135,"PER",1850,2,2,0,3.2
135,"PER",1851,2,2,0,3.2
135,"PER",1852,2,2,0,3.2
135,"PER",1853,2,2,0,3.2
135,"PER",1854,3,3,0,3.2
135,"PER",1855,3,3,0,3.2
135,"PER",1856,3,3,0,3.2
135,"PER",1857,3,3,0,3.2
135,"PER",1858,3,3,0,3.2
135,"PER",1859,3,3,0,3.2
135,"PER",1860,3,3,0,3.2
135,"PER",1861,3,3,0,3.2
135,"PER",1862,3,3,0,3.2
135,"PER",1863,3,3,0,3.2
135,"PER",1864,3,3,0,3.2
135,"PER",1865,3,3,0,3.2
135,"PER",1866,3,3,0,3.2
135,"PER",1867,3,3,0,3.2
135,"PER",1868,3,3,0,3.2
135,"PER",1869,3,3,0,3.2
135,"PER",1870,3,3,0,3.2
135,"PER",1871,3,3,0,3.2
135,"PER",1872,3,3,0,3.2
135,"PER",1873,3,3,0,3.2
135,"PER",1874,3,3,0,3.2
135,"PER",1875,3,3,0,3.2
135,"PER",1876,3,3,0,3.2
135,"PER",1877,3,3,0,3.2
135,"PER",1878,3,3,0,3.2
135,"PER",1879,3,3,0,3.2
135,"PER",1880,3,3,0,3.2
135,"PER",1881,3,3,0,3.2
135,"PER",1882,3,3,0,3.2
135,"PER",1883,4,4,0,3.2
135,"PER",1884,4,4,0,3.2
135,"PER",1885,4,4,0,3.2
135,"PER",1886,4,4,0,3.2
135,"PER",1887,4,4,0,3.2
135,"PER",1888,4,4,0,3.2
135,"PER",1889,4,4,0,3.2
135,"PER",1890,4,4,0,3.2
135,"PER",1891,4,4,0,3.2
135,"PER",1892,4,4,0,3.2
135,"PER",1893,4,4,0,3.2
135,"PER",1894,4,4,0,3.2
135,"PER",1895,4,4,0,3.2
135,"PER",1896,4,4,0,3.2
135,"PER",1897,4,4,0,3.2
135,"PER",1898,4,4,0,3.2
135,"PER",1899,4,4,0,3.2
135,"PER",1900,4,4,0,3.2
135,"PER",1901,4,4,0,3.2
135,"PER",1902,4,4,0,3.2
135,"PER",1903,4,4,0,3.2
135,"PER",1904,4,4,0,3.2
135,"PER",1905,4,4,0,3.2
135,"PER",1906,4,4,0,3.2
135,"PER",1907,4,4,0,3.2
135,"PER",1908,4,4,0,3.2
135,"PER",1909,4,4,0,3.2
135,"PER",1910,4,4,0,3.2
135,"PER",1911,4,4,0,3.2
135,"PER",1912,4,4,0,3.2
135,"PER",1913,4,4,0,3.2
135,"PER",1914,4,4,0,3.2
135,"PER",1915,4,4,0,3.2
135,"PER",1916,5,5,0,3.2
135,"PER",1917,5,5,0,3.2
135,"PER",1918,5,5,0,3.2
135,"PER",1919,5,5,0,3.2
135,"PER",1920,5,5,0,3.2
135,"PER",1921,5,5,0,3.2
135,"PER",1922,5,5,0,3.2
135,"PER",1923,5,5,0,3.2
135,"PER",1924,5,5,0,3.2
135,"PER",1925,5,5,0,3.2
135,"PER",1926,5,5,0,3.2
135,"PER",1927,5,5,0,3.2
135,"PER",1928,5,5,0,3.2
135,"PER",1929,5,5,0,3.2
135,"PER",1930,5,5,0,3.2
135,"PER",1931,5,5,0,3.2
135,"PER",1932,5,5,0,3.2
135,"PER",1933,5,5,0,3.2
135,"PER",1934,5,5,0,3.2
135,"PER",1935,5,5,0,3.2
135,"PER",1936,5,5,0,3.2
135,"PER",1937,5,5,0,3.2
135,"PER",1938,5,5,0,3.2
135,"PER",1939,5,5,0,3.2
135,"PER",1940,5,5,0,3.2
135,"PER",1941,5,5,0,3.2
135,"PER",1942,5,5,0,3.2
135,"PER",1943,5,5,0,3.2
135,"PER",1944,5,5,0,3.2
135,"PER",1945,5,5,0,3.2
135,"PER",1946,5,5,0,3.2
135,"PER",1947,5,5,0,3.2
135,"PER",1948,5,5,0,3.2
135,"PER",1949,5,5,0,3.2
135,"PER",1950,5,5,0,3.2
135,"PER",1951,5,5,0,3.2
135,"PER",1952,5,5,0,3.2
135,"PER",1953,5,5,0,3.2
135,"PER",1954,5,5,0,3.2
135,"PER",1955,5,5,0,3.2
135,"PER",1956,5,5,0,3.2
135,"PER",1957,5,5,0,3.2
135,"PER",1958,5,5,0,3.2
135,"PER",1959,5,5,0,3.2
135,"PER",1960,5,5,0,3.2
135,"PER",1961,5,5,0,3.2
135,"PER",1962,5,5,0,3.2
135,"PER",1963,5,5,0,3.2
135,"PER",1964,5,5,0,3.2
135,"PER",1965,5,5,0,3.2
135,"PER",1966,5,5,0,3.2
135,"PER",1967,5,5,0,3.2
135,"PER",1968,5,5,0,3.2
135,"PER",1969,5,5,0,3.2
135,"PER",1970,5,5,0,3.2
135,"PER",1971,5,5,0,3.2
135,"PER",1972,5,5,0,3.2
135,"PER",1973,5,5,0,3.2
135,"PER",1974,5,5,0,3.2
135,"PER",1975,5,5,0,3.2
135,"PER",1976,5,5,0,3.2
135,"PER",1977,5,5,0,3.2
135,"PER",1978,5,5,0,3.2
135,"PER",1979,5,5,0,3.2
135,"PER",1980,5,5,0,3.2
135,"PER",1981,5,5,0,3.2
135,"PER",1982,5,5,0,3.2
135,"PER",1983,5,5,0,3.2
135,"PER",1984,5,5,0,3.2
135,"PER",1985,5,5,0,3.2
135,"PER",1986,5,5,0,3.2
135,"PER",1987,5,5,0,3.2
135,"PER",1988,5,5,0,3.2
135,"PER",1989,5,5,0,3.2
135,"PER",1990,5,5,0,3.2
135,"PER",1991,5,5,0,3.2
135,"PER",1992,5,5,0,3.2
135,"PER",1993,5,5,0,3.2
135,"PER",1994,5,5,0,3.2
135,"PER",1995,5,5,0,3.2
135,"PER",1996,5,5,0,3.2
135,"PER",1997,5,5,0,3.2
135,"PER",1998,5,5,0,3.2
135,"PER",1999,5,5,0,3.2
135,"PER",2000,5,5,0,3.2
135,"PER",2001,5,5,0,3.2
135,"PER",2002,5,5,0,3.2
135,"PER",2003,5,5,0,3.2
135,"PER",2004,5,5,0,3.2
135,"PER",2005,5,5,0,3.2
135,"PER",2006,5,5,0,3.2
135,"PER",2007,5,5,0,3.2
135,"PER",2008,5,5,0,3.2
135,"PER",2009,5,5,0,3.2
135,"PER",2010,5,5,0,3.2
135,"PER",2011,5,5,0,3.2
135,"PER",2012,5,5,0,3.2
135,"PER",2013,5,5,0,3.2
135,"PER",2014,5,5,0,3.2
135,"PER",2015,5,5,0,3.2
135,"PER",2016,5,5,0,3.2
140,"BRA",1822,0,0,0,3.2
140,"BRA",1823,0,0,0,3.2
140,"BRA",1824,0,0,0,3.2
140,"BRA",1825,0,0,0,3.2
140,"BRA",1826,0,0,0,3.2
140,"BRA",1827,0,0,0,3.2
140,"BRA",1828,0,0,0,3.2
140,"BRA",1829,0,0,0,3.2
140,"BRA",1830,0,0,0,3.2
140,"BRA",1831,1,1,0,3.2
140,"BRA",1832,1,1,0,3.2
140,"BRA",1833,1,1,0,3.2
140,"BRA",1834,1,1,0,3.2
140,"BRA",1835,1,1,0,3.2
140,"BRA",1836,1,1,0,3.2
140,"BRA",1837,1,1,0,3.2
140,"BRA",1838,1,1,0,3.2
140,"BRA",1839,2,2,0,3.2
140,"BRA",1840,2,2,0,3.2
140,"BRA",1841,4,4,0,3.2
140,"BRA",1842,4,4,0,3.2
140,"BRA",1843,4,4,0,3.2
140,"BRA",1844,4,4,0,3.2
140,"BRA",1845,4,4,0,3.2
140,"BRA",1846,5,5,0,3.2
140,"BRA",1847,5,5,0,3.2
140,"BRA",1848,6,6,0,3.2
140,"BRA",1849,6,6,0,3.2
140,"BRA",1850,6,6,0,3.2
140,"BRA",1851,6,6,0,3.2
140,"BRA",1852,6,6,0,3.2
140,"BRA",1853,6,6,0,3.2
140,"BRA",1854,7,7,0,3.2
140,"BRA",1855,7,7,0,3.2
140,"BRA",1856,7,7,0,3.2
140,"BRA",1857,7,7,0,3.2
140,"BRA",1858,7,7,0,3.2
140,"BRA",1859,7,7,0,3.2
140,"BRA",1860,7,7,0,3.2
140,"BRA",1861,7,7,0,3.2
140,"BRA",1862,7,7,0,3.2
140,"BRA",1863,7,7,0,3.2
140,"BRA",1864,7,7,0,3.2
140,"BRA",1865,7,7,0,3.2
140,"BRA",1866,7,7,0,3.2
140,"BRA",1867,7,7,0,3.2
140,"BRA",1868,7,7,0,3.2
140,"BRA",1869,7,7,0,3.2
140,"BRA",1870,7,7,0,3.2
140,"BRA",1871,6,6,0,3.2
140,"BRA",1872,6,6,0,3.2
140,"BRA",1873,6,6,0,3.2
140,"BRA",1874,6,6,0,3.2
140,"BRA",1875,6,6,0,3.2
140,"BRA",1876,7,7,0,3.2
140,"BRA",1877,7,7,0,3.2
140,"BRA",1878,7,7,0,3.2
140,"BRA",1879,7,7,0,3.2
140,"BRA",1880,7,7,0,3.2
140,"BRA",1881,7,7,0,3.2
140,"BRA",1882,8,8,0,3.2
140,"BRA",1883,8,8,0,3.2
140,"BRA",1884,8,8,0,3.2
140,"BRA",1885,8,8,0,3.2
140,"BRA",1886,8,8,0,3.2
140,"BRA",1887,8,8,0,3.2
140,"BRA",1888,8,8,0,3.2
140,"BRA",1889,8,8,0,3.2
140,"BRA",1890,8,8,0,3.2
140,"BRA",1891,8,8,0,3.2
140,"BRA",1892,8,8,0,3.2
140,"BRA",1893,8,8,0,3.2
140,"BRA",1894,8,8,0,3.2
140,"BRA",1895,8,8,0,3.2
140,"BRA",1896,8,8,0,3.2
140,"BRA",1897,8,8,0,3.2
140,"BRA",1898,8,8,0,3.2
140,"BRA",1899,8,8,0,3.2
140,"BRA",1900,8,8,0,3.2
140,"BRA",1901,8,8,0,3.2
140,"BRA",1902,8,8,0,3.2
140,"BRA",1903,8,8,0,3.2
140,"BRA",1904,8,8,0,3.2
140,"BRA",1905,8,8,0,3.2
140,"BRA",1906,8,8,0,3.2
140,"BRA",1907,8,8,0,3.2
140,"BRA",1908,8,8,0,3.2
140,"BRA",1909,8,8,0,3.2
140,"BRA",1910,8,8,0,3.2
140,"BRA",1911,8,8,0,3.2
140,"BRA",1912,8,8,0,3.2
140,"BRA",1913,8,8,0,3.2
140,"BRA",1914,8,8,0,3.2
140,"BRA",1915,8,8,0,3.2
140,"BRA",1916,8,8,0,3.2
140,"BRA",1917,7,7,0,3.2
140,"BRA",1918,7,7,0,3.2
140,"BRA",1919,7,7,0,3.2
140,"BRA",1920,7,7,0,3.2
140,"BRA",1921,7,7,0,3.2
140,"BRA",1922,7,7,0,3.2
140,"BRA",1923,7,7,0,3.2
140,"BRA",1924,7,7,0,3.2
140,"BRA",1925,7,7,0,3.2
140,"BRA",1926,7,7,0,3.2
140,"BRA",1927,7,7,0,3.2
140,"BRA",1928,7,7,0,3.2
140,"BRA",1929,7,7,0,3.2
140,"BRA",1930,7,7,0,3.2
140,"BRA",1931,7,7,0,3.2
140,"BRA",1932,7,7,0,3.2
140,"BRA",1933,7,7,0,3.2
140,"BRA",1934,7,7,0,3.2
140,"BRA",1935,7,7,0,3.2
140,"BRA",1936,7,7,0,3.2
140,"BRA",1937,7,7,0,3.2
140,"BRA",1938,7,7,0,3.2
140,"BRA",1939,7,7,0,3.2
140,"BRA",1940,7,7,0,3.2
140,"BRA",1941,7,7,0,3.2
140,"BRA",1942,7,7,0,3.2
140,"BRA",1943,7,7,0,3.2
140,"BRA",1944,7,7,0,3.2
140,"BRA",1945,7,7,0,3.2
140,"BRA",1946,7,7,0,3.2
140,"BRA",1947,7,7,0,3.2
140,"BRA",1948,7,7,0,3.2
140,"BRA",1949,7,7,0,3.2
140,"BRA",1950,7,7,0,3.2
140,"BRA",1951,7,7,0,3.2
140,"BRA",1952,7,7,0,3.2
140,"BRA",1953,7,7,0,3.2
140,"BRA",1954,7,7,0,3.2
140,"BRA",1955,7,7,0,3.2
140,"BRA",1956,7,7,0,3.2
140,"BRA",1957,7,7,0,3.2
140,"BRA",1958,7,7,0,3.2
140,"BRA",1959,7,7,0,3.2
140,"BRA",1960,7,7,0,3.2
140,"BRA",1961,7,7,0,3.2
140,"BRA",1962,7,7,0,3.2
140,"BRA",1963,7,7,0,3.2
140,"BRA",1964,7,7,0,3.2
140,"BRA",1965,7,7,0,3.2
140,"BRA",1966,8,8,0,3.2
140,"BRA",1967,8,8,0,3.2
140,"BRA",1968,8,8,0,3.2
140,"BRA",1969,8,8,0,3.2
140,"BRA",1970,8,8,0,3.2
140,"BRA",1971,8,8,0,3.2
140,"BRA",1972,8,8,0,3.2
140,"BRA",1973,8,8,0,3.2
140,"BRA",1974,8,8,0,3.2
140,"BRA",1975,9,9,0,3.2
140,"BRA",1976,9,9,0,3.2
140,"BRA",1977,9,9,0,3.2
140,"BRA",1978,9,9,0,3.2
140,"BRA",1979,9,9,0,3.2
140,"BRA",1980,9,9,0,3.2
140,"BRA",1981,9,9,0,3.2
140,"BRA",1982,9,9,0,3.2
140,"BRA",1983,9,9,0,3.2
140,"BRA",1984,9,9,0,3.2
140,"BRA",1985,9,9,0,3.2
140,"BRA",1986,9,9,0,3.2
140,"BRA",1987,9,9,0,3.2
140,"BRA",1988,9,9,0,3.2
140,"BRA",1989,9,9,0,3.2
140,"BRA",1990,9,9,0,3.2
140,"BRA",1991,9,9,0,3.2
140,"BRA",1992,9,9,0,3.2
140,"BRA",1993,9,9,0,3.2
140,"BRA",1994,9,9,0,3.2
140,"BRA",1995,9,9,0,3.2
140,"BRA",1996,9,9,0,3.2
140,"BRA",1997,9,9,0,3.2
140,"BRA",1998,9,9,0,3.2
140,"BRA",1999,9,9,0,3.2
140,"BRA",2000,9,9,0,3.2
140,"BRA",2001,9,9,0,3.2
140,"BRA",2002,9,9,0,3.2
140,"BRA",2003,9,9,0,3.2
140,"BRA",2004,9,9,0,3.2
140,"BRA",2005,9,9,0,3.2
140,"BRA",2006,9,9,0,3.2
140,"BRA",2007,9,9,0,3.2
140,"BRA",2008,9,9,0,3.2
140,"BRA",2009,9,9,0,3.2
140,"BRA",2010,9,9,0,3.2
140,"BRA",2011,9,9,0,3.2
140,"BRA",2012,9,9,0,3.2
140,"BRA",2013,9,9,0,3.2
140,"BRA",2014,9,9,0,3.2
140,"BRA",2015,9,9,0,3.2
140,"BRA",2016,9,9,0,3.2
145,"BOL",1848,5,5,0,3.2
145,"BOL",1849,5,5,0,3.2
145,"BOL",1850,5,5,0,3.2
145,"BOL",1851,5,5,0,3.2
145,"BOL",1852,5,5,0,3.2
145,"BOL",1853,5,5,0,3.2
145,"BOL",1854,5,5,0,3.2
145,"BOL",1855,5,5,0,3.2
145,"BOL",1856,5,5,0,3.2
145,"BOL",1857,5,5,0,3.2
145,"BOL",1858,5,5,0,3.2
145,"BOL",1859,5,5,0,3.2
145,"BOL",1860,5,5,0,3.2
145,"BOL",1861,5,5,0,3.2
145,"BOL",1862,5,5,0,3.2
145,"BOL",1863,5,5,0,3.2
145,"BOL",1864,5,5,0,3.2
145,"BOL",1865,5,5,0,3.2
145,"BOL",1866,5,5,0,3.2
145,"BOL",1867,5,5,0,3.2
145,"BOL",1868,5,5,0,3.2
145,"BOL",1869,5,5,0,3.2
145,"BOL",1870,5,5,0,3.2
145,"BOL",1871,4,4,0,3.2
145,"BOL",1872,4,4,0,3.2
145,"BOL",1873,4,4,0,3.2
145,"BOL",1874,4,4,0,3.2
145,"BOL",1875,4,4,0,3.2
145,"BOL",1876,5,5,0,3.2
145,"BOL",1877,5,5,0,3.2
145,"BOL",1878,5,5,0,3.2
145,"BOL",1879,5,5,0,3.2
145,"BOL",1880,5,5,0,3.2
145,"BOL",1881,5,5,0,3.2
145,"BOL",1882,5,5,0,3.2
145,"BOL",1883,5,5,0,3.2
145,"BOL",1884,5,5,0,3.2
145,"BOL",1885,5,5,0,3.2
145,"BOL",1886,5,5,0,3.2
145,"BOL",1887,5,5,0,3.2
145,"BOL",1888,5,5,0,3.2
145,"BOL",1889,5,5,0,3.2
145,"BOL",1890,5,5,0,3.2
145,"BOL",1891,5,5,0,3.2
145,"BOL",1892,5,5,0,3.2
145,"BOL",1893,5,5,0,3.2
145,"BOL",1894,5,5,0,3.2
145,"BOL",1895,5,5,0,3.2
145,"BOL",1896,5,5,0,3.2
145,"BOL",1897,5,5,0,3.2
145,"BOL",1898,5,5,0,3.2
145,"BOL",1899,5,5,0,3.2
145,"BOL",1900,5,5,0,3.2
145,"BOL",1901,5,5,0,3.2
145,"BOL",1902,5,5,0,3.2
145,"BOL",1903,5,5,0,3.2
145,"BOL",1904,5,5,0,3.2
145,"BOL",1905,5,5,0,3.2
145,"BOL",1906,5,5,0,3.2
145,"BOL",1907,5,5,0,3.2
145,"BOL",1908,5,5,0,3.2
145,"BOL",1909,5,5,0,3.2
145,"BOL",1910,5,5,0,3.2
145,"BOL",1911,5,5,0,3.2
145,"BOL",1912,5,5,0,3.2
145,"BOL",1913,5,5,0,3.2
145,"BOL",1914,5,5,0,3.2
145,"BOL",1915,5,5,0,3.2
145,"BOL",1916,5,5,0,3.2
145,"BOL",1917,5,5,0,3.2
145,"BOL",1918,5,5,0,3.2
145,"BOL",1919,5,5,0,3.2
145,"BOL",1920,5,5,0,3.2
145,"BOL",1921,5,5,0,3.2
145,"BOL",1922,5,5,0,3.2
145,"BOL",1923,5,5,0,3.2
145,"BOL",1924,5,5,0,3.2
145,"BOL",1925,5,5,0,3.2
145,"BOL",1926,5,5,0,3.2
145,"BOL",1927,5,5,0,3.2
145,"BOL",1928,5,5,0,3.2
145,"BOL",1929,5,5,0,3.2
145,"BOL",1930,5,5,0,3.2
145,"BOL",1931,5,5,0,3.2
145,"BOL",1932,5,5,0,3.2
145,"BOL",1933,5,5,0,3.2
145,"BOL",1934,5,5,0,3.2
145,"BOL",1935,5,5,0,3.2
145,"BOL",1936,5,5,0,3.2
145,"BOL",1937,5,5,0,3.2
145,"BOL",1938,5,5,0,3.2
145,"BOL",1939,5,5,0,3.2
145,"BOL",1940,5,5,0,3.2
145,"BOL",1941,5,5,0,3.2
145,"BOL",1942,5,5,0,3.2
145,"BOL",1943,5,5,0,3.2
145,"BOL",1944,5,5,0,3.2
145,"BOL",1945,5,5,0,3.2
145,"BOL",1946,5,5,0,3.2
145,"BOL",1947,5,5,0,3.2
145,"BOL",1948,5,5,0,3.2
145,"BOL",1949,5,5,0,3.2
145,"BOL",1950,5,5,0,3.2
145,"BOL",1951,5,5,0,3.2
145,"BOL",1952,5,5,0,3.2
145,"BOL",1953,5,5,0,3.2
145,"BOL",1954,5,5,0,3.2
145,"BOL",1955,5,5,0,3.2
145,"BOL",1956,5,5,0,3.2
145,"BOL",1957,5,5,0,3.2
145,"BOL",1958,5,5,0,3.2
145,"BOL",1959,5,5,0,3.2
145,"BOL",1960,5,5,0,3.2
145,"BOL",1961,5,5,0,3.2
145,"BOL",1962,5,5,0,3.2
145,"BOL",1963,5,5,0,3.2
145,"BOL",1964,5,5,0,3.2
145,"BOL",1965,5,5,0,3.2
145,"BOL",1966,5,5,0,3.2
145,"BOL",1967,5,5,0,3.2
145,"BOL",1968,5,5,0,3.2
145,"BOL",1969,5,5,0,3.2
145,"BOL",1970,5,5,0,3.2
145,"BOL",1971,5,5,0,3.2
145,"BOL",1972,5,5,0,3.2
145,"BOL",1973,5,5,0,3.2
145,"BOL",1974,5,5,0,3.2
145,"BOL",1975,5,5,0,3.2
145,"BOL",1976,5,5,0,3.2
145,"BOL",1977,5,5,0,3.2
145,"BOL",1978,5,5,0,3.2
145,"BOL",1979,5,5,0,3.2
145,"BOL",1980,5,5,0,3.2
145,"BOL",1981,5,5,0,3.2
145,"BOL",1982,5,5,0,3.2
145,"BOL",1983,5,5,0,3.2
145,"BOL",1984,5,5,0,3.2
145,"BOL",1985,5,5,0,3.2
145,"BOL",1986,5,5,0,3.2
145,"BOL",1987,5,5,0,3.2
145,"BOL",1988,5,5,0,3.2
145,"BOL",1989,5,5,0,3.2
145,"BOL",1990,5,5,0,3.2
145,"BOL",1991,5,5,0,3.2
145,"BOL",1992,5,5,0,3.2
145,"BOL",1993,5,5,0,3.2
145,"BOL",1994,5,5,0,3.2
145,"BOL",1995,5,5,0,3.2
145,"BOL",1996,5,5,0,3.2
145,"BOL",1997,5,5,0,3.2
145,"BOL",1998,5,5,0,3.2
145,"BOL",1999,5,5,0,3.2
145,"BOL",2000,5,5,0,3.2
145,"BOL",2001,5,5,0,3.2
145,"BOL",2002,5,5,0,3.2
145,"BOL",2003,5,5,0,3.2
145,"BOL",2004,5,5,0,3.2
145,"BOL",2005,5,5,0,3.2
145,"BOL",2006,5,5,0,3.2
145,"BOL",2007,5,5,0,3.2
145,"BOL",2008,5,5,0,3.2
145,"BOL",2009,5,5,0,3.2
145,"BOL",2010,5,5,0,3.2
145,"BOL",2011,5,5,0,3.2
145,"BOL",2012,5,5,0,3.2
145,"BOL",2013,5,5,0,3.2
145,"BOL",2014,5,5,0,3.2
145,"BOL",2015,5,5,0,3.2
145,"BOL",2016,5,5,0,3.2
150,"PAR",1846,2,2,0,3.2
150,"PAR",1847,2,2,0,3.2
150,"PAR",1848,3,3,0,3.2
150,"PAR",1849,3,3,0,3.2
150,"PAR",1850,3,3,0,3.2
150,"PAR",1851,3,3,0,3.2
150,"PAR",1852,3,3,0,3.2
150,"PAR",1853,3,3,0,3.2
150,"PAR",1854,3,3,0,3.2
150,"PAR",1855,3,3,0,3.2
150,"PAR",1856,3,3,0,3.2
150,"PAR",1857,3,3,0,3.2
150,"PAR",1858,3,3,0,3.2
150,"PAR",1859,3,3,0,3.2
